Group,CMA-ES Mean Gain,CMA-ES SEM,GA Mean Gain,GA SEM,t-statistic,p-value
A,6.63902556498862,3.2000950650071207,0.04641351397088282,2.0374432742527264,1.737801673443241,0.10236964636807472
B,5.589329040624427,2.032496824956535,3.805292386902649,1.3761369121176692,0.7268295815757577,0.4779494182907279
